Lew Fields
Jonathan Avildson
Christopher Paul Ford
Thomas Ian Griffith
Martin Kove
Eugene Palette
Viggo Mortensen
Live Schreiber
Anna Paquin
Tovah Feldschuh
Arthur Godfrey
Eric Fleming
Dom deLuise
David Caruso
Samuel Jackson
Phillip VanLear
Michele Cole
James Eichling
Joe Guasraferro
Madolyn Smith Osborne
Jaqueline Bisset
Russell Crowe
D.W. Moffett
Jim Broadbent
Paul Rodriguez
Robert Rodriguez
Beverly Ballard
Jane Connell
Peter Mullins
Ursula jens
Elspeth March
Chico Mendes
Florinda Bolkan
Michelle Sweeney
Alice Dabo
Constance Garneau
Winifred Holden
Cissy Meddings
Mary Meigs
Catherine Roche
Beth Webber
George Thorpe
Frank Celier
s a
s a
s a
s a
Arlene Arbus
Marilyn Sokol
Helena Dryden
Stanley Tucci
Jerry Adler
Edgar Buchanan
William L. Petersen
John Pankow
Debra Feuer
John Turtorro
Robert Downey
Elena Fiori
Judy Graubert
Martina Gedeck
Jeanette Hain
Olli Dittrich
Thomas Heinze
Dirk Bach
Chistopher Collen
Jill Eisenberry
John Mehrer
Keith Vitali
Virgil Frye
Gerard Lanvin
Ralph Bewllamy
Bruno Cremer
Francisco Rabal
Amidou
Leelee Sobinsky
s a
Rachel Saenz
Anna Cromwell
John Favereau
Ron Eldridge
Nancy McCurran
Blair Underwood
Ben Underwood
Loren J.
James Cromwell
Laura James
Ron Eldridge
Michael Schiff
Katie Hagen
Marcel Iures
Richard Aherne
Robert Bray
Wendell Holmes
John Comer
Judy Campbell
Eddie Foy~jr
John Zaremba
Michael Burns
Joe Julia
Ralph Smiley
Clotilde Coureau
Richard Gaines
Peter Walker
Ellen Bursteyn
Jack McGowran
George Munroe
George Mitchell
Arlene McQuade
Robert Kelljian
Arlene Farber
Ann Rebbot
Pat McDermott
Vanessa Paradis
Clotilde Coureau
Wesley Lou
Hugh Grant
James Dreyfus
Rhys Jens
Gina McKee
s a
Tim McInnery
s a
Pat Hitchcock
Helen Conrad
Roscoe Ates
Roscoe Ates
Angela Clark
James Cagney
Herbert Heyes
Dana Winter
Margaret Rutherford
Alan Cuthbertson
Jesse White
Alistair Cooke
Sophia Loran
Bob Crosby
Ray Anthony
s a
Scott McKay
Antoinette Bower
Lillian OMalley
Leon Lontok
Diana vanderVlis
James Best
Hilary Swank
Chloe Sevigny
Cynthia Stevenson
Jon Lovitz
Dylan Baker
Rufus Read
Philip Seymour Hoffman
Camryn Mannheim
Moroni Olson
Thelam Leeds
Binnie Hale
Bruce Seton
Paul Irving
Danielle Darrieaux
Andre Luguet
Julien Carette
Suturnin Fabre
Ellen Busteyn
Eddie Byrnr
Betty McDowell
John LeMesurier
Valentina Cortese
Barry Gordon
Gene Saks
Jennifer Lopez
Beccky Lee Meza
Edward James Olmos
Jon Seda
Constance Marie
Lupe Ontiveros
Seidea Lopez
Patricia Marshall
Joan McCracken
Mel Torme
Ray McDonald
Patricia Marshall
Morris Akrum
Michael StGerard
John P. Ryan
Jaques Francois
JeanPierre Aumant
Kurt Kasnar
Charlotte Greenwwod
Barbara Whiting
Tom
Jerry
J.Pat OMalley
s a
s a
John Goodman
Kelsey Grammer
Tom Dodge
Lauren Holly
Rob Scheider
Ken
Bradford Tatum
Toby Huss
Rip Torn)
s a
Edward Zentara
Christoph Waltz
Artur Barcis
Patrick Horgan
George Hamlin
Will Holt
Ken Chapin
Erma Campbell
Janine Jackson
Bernice Dowis
Robert Berger
Susan Sonntag
Irving Howe
Saul Bellow
Bruno Bettelheim
John Morton Blum
Ed Herlihy
Maurenn OSullivan
Lee Kronenfeld
Danny Aiello
Zoe Caldwell
Gladys Cooper
Brian Roper
s a
Daniel Aiello
sa
Bruce Jay Friedman
Martha Plimpton
s a
Kenneth Welsh
Philip Bosco
Ibrahim Hamouda
Lela Mourad
Jeroen Krabb\'e
Nancy Carrol
Stanley Smith
Skeets Gallagher
Lillian Roth
Harry Green
Paolo Villagio
John Lynch
Brenda Fricker
Daryl Hannah
Marin Bergman
Nora Ephrom
Caroline Aaron
Victor Argo
Key Luke
Joe Mantegna
Cybill Sheppherd
Elle McPherson
s a
John Cusack
Donald Pleasance
Scott Sunderland
Iris Hoey
Crawford Kent
Cathleen Cordell
Ronald Culver
Kathie Brown
George Lindsay
Donnie Duangan
Jackie Moran
Donnie Dunagan
Robert Cochran
Hal Gordon
Ronald Simpson
Edith Evans
Margaret Rurtherford
Doroty Tutin
Luca deFillipo
Winston Reckert
George Touliatos
Volker Bohnet
Michael Hinz
Frank Glaubrecht
Cordula Trantow
Margaret Rutherford
Louis Jordon
Linda Chistian
David Frost
Joan Benham
Lance Percival
Martin Miller
Johnny Depp
Benicio delToro
Roberto Benigni
Waits
Masatoshi Nagasa
Steve Busceni
Nicoletta Braschi
Joe Strummer
Elizabeth Bracco
Screaming Jay Hawkins
Dan Futterman
Tom Waits
John Neville
Charles McKeown
Charles McKeown
Winston Dennis
Winston Dennis
John Lurie
Richard Edson
Eszter Balint
Tueday Weld
Martin West
Giancarlo Esposito
Rosie Perez
Isaach deBancole
Robert Benigni
Paolo Bonacelli
Matti Pellonpas
Karl Vaananen
Sakari Kuomanen
Tomi Salmela
Johnne Depp
Hugh Grant
s a
Everett Scott
Martin Miller
Alastair Sim
Vittorio deSics
Juliette Lewis
Lynn Cohen
Jerry Adler
Joy Behar
Marge Redmond
Roy Rifkin
Melanie North
Zack Braff
William Add
Aida Turturo
HansChristian Blech
John Cusack
Joe Viterelli
Chazz Palminteri
MarieLouise Parker
Jim Broadbent
Harvey Fierstein
s a
Mira Sorvino
Martin Benrath
Hans Christian Blech
Woody~Allen
Hazelle Goodman
Eric Lloyd
Julia LouisDreyfus
Hazel Goodman
Dorothy MacKaill
Leonardo DiCaprio
Bebe Neuwirth
Joe Mantegna
Gretchen Mol
Donald Trump
Kim Greist
Kathleen Hellman
Ian Richardson
s a
Peter Vaughn
Mick Jagger
s a
Jonathan Banks
Samantha Morton
Peter Vaughan
s a
s a
s a
s a
s a
s a
Ben Becker
Heino Ferch
Ulrich Nothen
Heinrich Schafmeister
Max Tidof
Kai Wiesinger
Meret Becker
Katja Rieman
Danavrova
Noemi Fischer
Susi Nicoletti
Rudolf Wessely
Rolf Hoppe
Otto Sander
Jurgen Schornagel
Gunter Lamprecht
William Petersen
Lou Diamond Phillips
ChristianBradley Whitford
Neill Barry
Danny Nucci
George Newbern
William Collier~jr.
Roscoe Ates
Stanley Fields
Rick Moranis
Matt Frewer
Kristine Sutherland
Jared Rushton
Amy ONeil
Thomas Brown
Robert Olivieri
Jennifer Connelly
Terry OQuinn
Tiny Ron
Sig Rumann
Isobel Epsom
Iris Adrian
Erik Stoltz
John Corbett
Josh Thornton
s a
Dwight Yoakam
Jimmy Smits
Gabriella Roel
Kirsten Dunst
David Allen Gries
Hans Byrd
Bonnie Hurd
Bradley Pierce
Bebe Neuwirth
Jonathan Hyde
Lawrie Bill Nundy
June Lion
Leonard Zola
Bobby Porter
Rosie Perez
Javier Pardem
James Gandolfini
Screamin' Jay Hawkins
s a
s a
Mr.~Kent
Pat Tallman
Daniel Harris
Leo Gann
Robert Dane
Johnny Close
Bakary Bamba
Tchelley Hanny
Jeremy Sisto
Christine Lehto
Alicia Silverstone
Alfred Molins
Ben Bernie
Dorothy Dell
Arline Judge
Allison Skipworth
Petronella Barker
Bjorn Sundquist
A. Gibson Gowland
Edwin Carewe
John Sainpolis
Chester Concklin
jean Smart
Roger Dupois
Krstin Lehman
Jackie Boeringer
John DayHill
Glenn Corbett
Paul Dubov
Ed Harrris
John Spencer
Tony Toola
William Forsythe
G.W. Bailey
David Graf
s a
George R. Robertson
Michael Winslow
Leslie Easterbrook
Janet Jones
Lance Kinsey
Matt McCoy
Marion Ramsey
Archie Hahn
Jerry Lazarus
Tab Thacker
Allan Jenkins
Ed Begley~jr
Geoge Tobias
Billy Bob Thornton
Bob Affleck
Owen Wilson
Will Patton
Keith David
Joe Smith
Charlie Dale
Anna Pavane
John Young
s a
Karl Boehm
Edward Asner
Roger C. Carmel
Dean Miller
Luis Alberni
Gertrude Michael
Leona Drake
Gloria Shea
Anne Sheridan
Malcom mcGregor
Harley Jane Kozak
John Goodman
Brian McNamara
Mary Carver
George Baker
John LeMesurier
Dylan Walsh
Laura Linney
John Don Belden
Grant Heslov
s a
Jeffrey
Richard Charles
Blanch Sweet
Mack Sennett
Kate Bruce
Bobby diCicco
Kelley Ward
John Witherspoon
Michael Winslow
Mathias Freihof
Dirk Kummer
Dennis Vance
s a
James Gleason
Donald Cook
Robert Kennedy
Lee J. cobb
Adele Jergens
Stephen Dunne
Marjorie Gat3eson
C.Henry Gordon
Glenn Corbett
Christa Lang
Patricia Colinge
Edmond Breon
Phil Regan
Carleton Carpenter
Gladys Cooper
Alan Carney
s a
s a
Sholom BarAba
Iret Scheleg
Ofra Veingarten
s a
Carroll Baker
Diane Verona
Tom Waits
Phillippe Leotard
Susan Blakley
Geoffrey Rush
Claire Danes
Richard Powell
Xavier Cugat
Efrem Zimbalist~jr.
Daryl Hannah
John Litgow
Rul Polnanah
Tom Waits
Bekana Santos Kaiapo
Edinei Maria Serrio DosSantos
Elias Monteiro daSilva
Jerry Austin
John Warburton
Jack Somack
Jeannie Berlin
Adrienne Burnett
s a
Brune VeSota
Angelo Rossitto
Erich vonStroheim
Dorothy Jordan
Marjorie Peterson
Kerry Fox
Desmond Kelly
Katie Wolf
Tony Goldwyn
Eileen Crowe
Patricia Roe
Paul Bowles
Samir Guesmi
Khaled Ksouri
Sondos Belhasseni
Veronica Quilligan
San Cox
Said Zakir
Grant Tilly
Donna Akersten
Dorothy McKegg
Owen Wilson
Lynne Carver
Gloria DeHaven
Allen Jones
Sig Rumann
Leonard Ceeley
Ivie Anderson
Sig Rumann
Jane Birkin
Grant Tilly
S.Z. Zakall
Ernest Cossart
Gladys Cooper
Mary Trees
Reginal Owen
Penelope Ann Mller
Gower Champion
Colleen Camp
Cy Kendall
Howard Hickman
Douglas Fairbanks
Marguerite dela Motte
Meatloaf
little Nell
Terence Weller
Rudolph Velentino
Lila Lee
George Field
Rose Rosanova
Leo White
George Perolat
Bessie Smith
James P. Johnson
Fletcher Henderson
Carmel Meyers
Betty Bronson
Paul Whitthorne
Anders Hove
Don Keith Cooper
Terrence Mann
Eric Dare
Martine Beswicke
Anne Elizabeth Ramsay
s a
Jason Connery
Kirstin Scott Thomas
Colin Welland
Robert vanLoon
Carmelo Sazio
Gar Moore
Maria Michi
s a
Maria Michi
s a
s a
Paul Bernard
Anne Crawford
Ivie Anderson
s a
Cab Colloway
Betta St.John
Cab Colloway
Frederico Fellini
Colin Firth
Lee Allen
Vincent Gallo
Violet KembleCooper
Alan Mobray
Phoebe Foster
Madge Evans
Vittorio Gassman
Carroll Baker
Violet Kemble Cooper
Madge Evans
Una Oconnor
John Buckler
William H. Bassett
Bruce Cowling
Robert Coates
Peter Bracco
Catherine McCormack
Sophie Thompson
Kathy Burke
Brid Brennan
Al Karth
Janice McTeer
Mona Maris
Edward Furlong
Alfred Molina
Amelia Shankley
Nicola Cowper
Caris Corfman
Keanu Reeves
Jason Isaacs
Greg Germann
Liam Aiken
Lauren Graham
sa
sa
Michael Rosenbaum
Ray Baker
sa
Joaquin Phoenix
Billy Crudup
s a
Jennifer Conelly
Joanna Going
Jon deVries
Peter Mamokos
Olive Carey
Harry Carey~jr
Cecelia Parker
Cecelia Parker
Hugh Buckler
Lumschott Hare
Fred McLaren
s a
Colin Frits
s a
Donald Pleasance
Amina Annabi
Helmut Walker
Sophie Dix
Genevieve Casile
Jaques Duby
Leon Dary
Paul lePerson
Maiwenn leBesio
Jaques Sergs
Rufus
Gerard Desurthe
Jurgen Andersen
Pat Obrien
Edward Brophy
Jimmy Gleason
Willis Bouchey
Emil Rameon
Lorenzo Lauder
Mathias Hues
Cyndi Pass
Brook Gardener
Judd Omes
Whip Hutley
s a
s a
s a
Edith Roberts
Norman Trevor
Maurice Costello
Walter Booth
Effie Shannon
Eduarado DeFilippo
Marcy Walker
Dan Lauria
Terence Knox
s a
s a
Taylor Miller
s a
s a
Tony Beckley
Nicole Besnard
Michael Rooker
Welken White
Richard Jenkins
Basil Wallace
Gary Basaraba
Dion Anderson
Casey Friel
Kathy Lemons
Daniel Benzali
s a
Norman Shelley
Leueen McGrath
Dan Budge
Gussie Moran
Babe Didrikson Zaharias
Elizabeth Aallan
Violet KembleCooper
Virginia Hammond
Bill Baile
Jim Haynie
John Masley
John Dern
Jeffrey Hayes
Lucille Watson
Florence Nash
Arliss Howard
Ann Magnuson
Joey Bishop
Chella Goldberg
Robert Fleming
Vanessa Howard
Virgina Madsen
Stratford Johns
Max Dearly
s a
Gregory Ealcott
Mona McKinnon
Vampyra
Eugene Palette
s a
Cuba Gooding
George Cleveland
Ed Brophy
George Cleveland
Sig Rumann
Queenie Leonard
Harry Thurston
Gladys Cooper
Walter Burke
s a
s a
s a
s a
Frances Neal
Mildred Coles
Jason Fleming
Steve Markin
s a
Stephen Marcus
Melanie Myron
Anita Skinner
Leonard Gaines
Kenju Kobayashi
Tetsura Tanaba
Hiroshi Fujioka
s a
Cyril Richard
Penelope Horner
Elaine Taylor
Hilton Edwards
Pamela Brown
Steven Hill
Edward D. Wood~jr.
Timothy Farrell
Tommy Haynes
Juliette Fabre
Eduard Delmont
s a
s a
Dahlia Smith
Howard Nee
s a
s a
Frankie Lymon and the teenagers
s a
Jamie Lee Curtus
Nicole deBoer
Nicky Guadani
David Hewlett
Haryy VonZell
Alvey Moore
Dani Levy
Maria Schrader
s a
Charles Kaminsky
Natassia Kinski
Ed Begley~jr
Bill Paxton
Billy Bob Thornton
Cynda Williams
Michael Beach
Earl Billings
s a
s a
Frankie Vaughn
David Burns
Brenda Blethlyn
Pauline Flanagan
s a
sa
Patricia Morrison
Marita Hunt
Alex Davion
Lyndon Brook
Dan Martin
Pearl Kaplan
Jack Starrett
Bruno V. Seta
Patti dArbanville
Charles Cioffi
Joseph Maher
Corey Feldman
Mildred Coles
Veronica Carlson
Ewan Hooper
Barry Andrews
Barbara Ewins
Lu Lu
Lopsang
Adele Dixon
Nadine Verdier
Daniel Emilfork
Charles Millot
Henri Lambert
Margaret Rutherford
s a
Barbara Billingsley
Alec Guiness
Eileen Erskine
Ivor Barnard
George Hayes
Betty Ann Davies
Wlfrid Hyde White
Alec Guiness
s a
Vanessa Howard
Howard Trevor
Ursala Howells
Joseph Tomelty
Oliver MacGreevy
Chloe Frank
Ian Hendry
Vittorio deSica
Maria Mercader
s a
s a
s a
s a
s a
s a
s a
Richard Kiely
s a
s a
Ronee Blakly
s a
s a
Audrey Caire
s a
Richard Romanus
Blaine Novak
s a
s a
s a
Emley Lloyd
Joe Montagna
s a
Joe Montillo
Anette Benning
Garry Shandling
Chloe Webb
Heather Donahue
Jennifer Aniston
s a
Illeana Douglas
Faith Prince
Anne Twomey
Kevin Dunn
Jay Mohr
Richard Brando
Danny DeVito
Martin Potter
Donald Plesance
Luanne Roberts
Mira Sorvina
Aida Turturro
Sharon Angela
s a
Josephine Earle
M. Peter
Katherine Ross
Luher Adler
Donald Huston
Rodney Aukland
Madelaine Sologne
Pi\'eral
Albert Paulsen
Val Avery
Mario Gallo
The Wiere Brothers
The Andrews~Sisters
The Goldwyn Girls
Jaqueline White
Emin Sivas
Harley Kozak
Carlos Gallardo
Reinol Martinez
Consuelo Gomez
Peter Maquardt
s a
s a
J.A. Preston
Michael deLeon
s a
James Wood
Whoopie Goldberg
Massimo Serrato
Ellen Wade
Michael J.\ Fox
David Paymar
Nina
Samantha Mathis
Wendie Malick
Anna Devere Smith
s a
Robert Patrick
Eliajah Wood
Bebe Neuwirth
Salma Hayek
Jon Stewart
Shawn Hatosy
Jordan Brewster
Clea DuVall
Laura Harris
Quentin Tarentino
Juliette Lewis
John Hawkes
Salma Hayek
David Arquette
Lucien John
David Gulpilil
s a
Mick Jagger
Michele Breton
Cheech Martin
Carlos Gomez
Joaquim deAlmeida
Salma Havek
Evelyn Rude
Rebecca West
Jo vanFleet
Herbert Edelman
Salem Ludwig
Edra Gale
Lou Gottlieb
E.G. Marsall
Laura Devon
Jeanette Nolan
Alan Hewitt
Ralph Clanton
Jaques Bergerac
Madge Kennedy
Ruth Swanson
John Harmon
Paley Baer
Paul Brinegan
Louise Larrabee
Gage Clark
Helen Spring
Alec Nicol
Don Keefer
Nita Talbot
Carmen Mathews
Oscor Homolka
Claude Atkins
George Willis
Robert Flemyng
Norm McDonald
Chris Rock
Julie kavner
John Leguizamo
Ellen DeGeneres
Paul Reubens
Jarl Kulle
JeanPhillippe Lafort
Hanne Stensgard
Vibeke Hastrup
Gudmar Wivveson
Sam Sheppard
Pahcoke
Jason London
Viggo Mortensen
Ellen Perkins
Coleman Triton
s a
Louis Gossett~jr.
Christine Taylor
s a
Olivia Hack
Jennifer Elise Cox
Shelly Long
Gary Cole
Susan Tyrell
Patricia Wettig
Kim Catrall
Peter Jonfield
Richard Backus
s a
s a
s a
Cliff Roberson
Carol Christensen
Margia Dean
Esper Skouter
James Maxwell
Alfred Burke
Matthew Guiness
s a
s a
Michael Kramer
Pamela Ludwig
George Couloris
Rosemary deCamp
Erskine Sandford
Ramon Navarro
Don Alvorado
Ramon Dan
s a
Mike Katz
Franco Columbu
Louis Ferrigno
William Dafoe
Jane Harrock
Brenda Bluffin
Ewan McGregor
Rupert Everett
Pete Postlewaite
Tara Fitzgerald
Ewan McGregar
Jim Cater
Stephen Tompkinson
Lise Danvers
Charlotte Alexandra
Florence Bellamy
s a
Bambi Wood
Rick Ballas
Robyn Lake
Jenny Cole
Georgette Sanders
Arcadia T.
Mehra Townsend
Mysty Winkler
Margot Stevenson
Ed Brophy
Eric Schaeffer
Elle Macpherson
Skeet Ulrich
Tom Arnold
Ken Ogata
Michel Subor
JeanLouis Richard
Philippe deBroca
JeanLuc Godard
Claude Chabrol
s a
s a
Fritz Lang
s a
Alan hewitt
Debbie Mcgowan
Vincenzo Musolino
s a
Maria Fiore
Aldo Zollo
Enzo Fiermonte
Lydia Sherwood
Gulio Garbinetti
Nietta Zocchi
Madeleine Stowe
Andie McDowell
James Russo
Dermot Mulroney
Claire Danes
Kate Beckinsdale
Bill Pullman
Tom Amandes
Hank Green
Jacqueline Kim
Lou Richard Phillips
s a
Daniel LaPaine
Nick Pars
Skip Karn
Davis
s a
Roy Koos
Earl Cameron
Orlando Martins
Victoria Medlin
Paul Koslo
Bob Donner
Gilda Texler
Sherloque Tanny
Michael Robbins
David Gant
Norman Chancer
Maria Charles
Malcolm Jamieson
John Cassidy
Joanna Dickens
George Silver
Madeleine Scott
s a
Ray Liotta
Roger E. Mosley
Ken Lerner
Dennis Haysbert
Sam Jones
s a
Kelly McGillis
Lesley-Ann Down
Lesley-Ann Down
Michele Merier
s a
Audrey Dalton
Primo Carnera
Brittney Powell
Devorah Harry
Thomas Calabro
Thomas Calabro
Doug Davidson
sa
Brian vanHolt
s a
s a
Clara Williams
George Beban
Gerry Mulligan
Shelly Manne
Art Farmer
Art Pepper
Andre Previn
Red Mitchell
Carmen McRae
Leonardo DiCaprio
Leonardo DiCaprio
Matt Freeman
Roberto Benigngi
Bret Estes Ellis
Robert Downey~jr
Jimmy Smits
Lorraine Bracco
Alyson Reed
Joel Brooks
Julianne Phillips
Diana Barton
Chelsea Field
Ded Dee Rescher
Denise Crossby
Judy Toll
Brenda Swanon
Bryan Genesee
Bo Foxworth
Raye Hollitt
Jean-Marie McKerr
Woody Harrelson
Rosie Perez
Tyra Ferrell
Kadeem Hardison
Marques Johnson
Cylk Cozart
Ernest Hardee
Eloy Casados
John Marshall Jones
Nigel Miguel
Bill Henderson
Sonny Craver
Jon Hendricks
Robert Wuhl
s a
Harry Rhodes
Ray Liotta
Stuart Wilson
Kevin Dillon
Ian McNeice
Gabrielle Lloyd
Malcolm Terris
Wyane Sleep
Lolita Davidovich
Robert Wuhl
Gaillard Sartain
Jeffrey deMunn
Garland Bunting
James Harper
Stanley Tucci
Blaze Starr
George Grixxard
Sean Bean
Ixabella Scupperea
Tchecky Karyo
s a
Samantha Bond>
Gottfried John
s a
s a
s a
s a
s a
s a
s a
Dante Capelli
Maria Gasperi
robert Stack
Claire trevor
Ian Sterling
Phil harris
John Howrd
Claudio Brook
Silvia Pal
Georges Geret
Francoise Lugagne
Silvia Pinal
Enrique Rambal
Jaqueline Andere
Jose Baviera
Francisco Rabal
Silvia Pinal
Judy Kelly
Godfrey Teale
Julien Bertheau
Clark Howard
Julie Webb
Ken Tobey
Barabara Parkins
Patty Duke
Tony Scotti
Jaqueline Susann
Zandor Vorkov
Angelo Rossito
John Bloom
Forrest J. Ackerman
Michelin Presle
Forest Whitaker
Delia Garces
Luis Beristain
Aurora Walker
Jason Robards~sr.
Maggie King
James Fernandez
Barbara Hendricks
Luca Canonici
Gino Quilico
Angela Blasi
Massimiomo Girotti
Jose Carreras
Maurce Evans
Brewster Mason
Malco Keen
Tom Poston
Francisco Rabal
s a
Pamela Brown
s a
s a
s a
Matthew Perry
Salma Hayek
Anjelica Houston
Megan Dodds
Melanie Lynskey
Dougray Scott
William powell
Nicholas Soussanin
Olga Baclanova
Vivian nathan
O.z. Whitehead
Kurt Gerron
Hans Albers
Chan Yun Fat
Bai Ling
Tom Felton
Randolph Kim
Gel Li Parmaren
s a
s a
Hope Lang
Lee Phillips
Della Varsi
s a
s a
s a
s a
s a
s a
s a
s a
Christine Pascal
Griff RhysJones
Diane Qick
David Ryall
Willis Bouchey
Keiko Awaji
Noel Roquevert
Henry Morgan
Isabelle Pia
Celest Holm
Jeanne Craine
Anna lee
Maryilyn Monroe
Paul Valentine
Efrem Zimbalist~jr
Mushy Callahan
Linda Hart
Adraina Asti
Marc Cramer
Katerine Emery
Julien Bertheau
Bulle Ogier
Milena Vukovic
Claude Pieplu
s a
s a
Marisa Merlini
Vittorio deSica
s a
Fanny Ardent
Stefania Sandrelli
Jeff Lau
s a
s a
s a
s a
Daryl Hannah
Sara Botsford
Josef Somner
Joe Grifasi
Mitchell Ryan
s a
s a
s a
s a
Joen Rodgers
Frank Shannon
s a
Richard Alexander
Viviane Romance
Ruth Selwyn
David Arquette
Brad Hunt
Kathryn Erbe
Richmond Arquette
Billy Dee Williams
Jean Pierre Aumont
Joan Perry
Don Douglas
Claire Tevor
Hoagy Charmichael
Jeff bridges
Joanne Cassidy
James Gleason
Don Rice
Michael Gothard
Alfred Marks
Judy Huxtable
Amen Corner
Essy Persson
Sally Geeson
Hillary Dwyer
Oscar Asche
Mary Ney
Gregoire Aslan
Quinnn Redeker
Bill Lucking
Maxine Stuart
Alastair Williamson
Hillary Dwyer
s a
Oh! Ogunde
Giorgos Foundas
Alekos Alexandrakis
Sophia Vembo
Read Morgan
Arch Johnson
Clegg Hoyt
Don DeFore
Madge Kennedy
Gail Bonney
Robert Kasner
Arthur Malet
Jesslyn Fox
Irene Pappas
Aleka Catselli
Yannis Fertis
Manos Katrakis
s a
s a
s a
s a
Leo G. Carrol
Lynne Carver
Lionel Braham
dArcy Corrigan
Anthony Allan
Willie Fung
Robert Middlemass
Mary nash
Ward Costello
Marj Dusay
Ivan bonar
Pina Menichelli
Stephen Tabolowsky
Jean deBaer
Susan Ruttan
David Margulies
Freda Fon Shen
Robert Gorman
Tim Robbins
Robert Wuhl
William OLeary
Bruce Seton
Eve Lister
Stella rho
Ben Soutten
Gabriel Garcia Marquez
Catherine ZetaJones
Catherine ZetaJones
Stuart Wilson
Matt Litcheck
s a
Gheorge Muresan
Edward Brophy
Josephine
Gosta Ekman
Karin Swanstrom
Bjorn Berglund
Hakan Westergren
Ingrid Bergmansr
Stanley Fields
s a
Vincent Donofria
TinTan
Valeria Cavelli
Andrew Robertson
Sinead Cusack
Olivia D'Abo
Lyda Borelli
Pat Roach
Erie Reyes~jr.
Ralph Fiennes
Juliette Binoche
Naveen Andrews
William Dafoe
Colin Firth
Elias Koteas
Patrick Dempsey
Aaron Eckhart
Veanne Cox
s a
s a
s a
Matt Damon
Jude Law
Cate Blanchett
Philip Seymour Hoffman
s a
Louise Campbell
Juliet Stevenson
Alan Rickman
Michael Maloney
Christopher Rozycki
Stella Maris
David Ryall
Deborah Findlay
Bill Paterson
Pierre-Grahame duFrisk
Annabella Sciora
MarieLouise Parker
Willliam Hurt
Carlene Watkins
Macauley Culkin
s a
David Morgan
Wendy Crewson
Jacqueline Brookes
Quinn Culkin
Paule Meurisse
Antonio Vilar
David Ebbets
Ian Richardson
N. Ottering
Robin Wrightman
David Tom
John Ingle
Dennis Paladino
Srephen Mendel
Mario Roccuzzo
Jennifer Bassy
Soava Gallone
Bruno Emanuel Palmi
Mina dOrvella
Mario Cusmich
Tim Robbins..
Bob Gunton
Clancy Brow
Jean Pierre Aumont
Charles Killman
Natalie Uher
Jean Rene Gossart
Hassan Guerera
Gustavo Rodriguez
Tamira
s a
Michael Clarke Duncan
s a
s a
s a
Doug Hutchinson
Stephen Hawking
Jack laRue
Hugh mcDermott
Walter Crisham
Lily Molnar
Zoe Gail
KLaus Kinski
Vivtor Mature
Harold Peary
Mary Cortes
Ginny Simms
Ralph Edwards
Marcy McGuire
Frankie Lymon and the Teenagers
Marcie McGuire
Mel Torme
Joe Brown
Linda Koslowski
Hector Ubarry
Diane CrittendenForast
sr
sr
sr
sr
Preston S. Foster
Lillian Roth
s a
s a
Mark Frankel
Amanda Pays
Maryam dAbo
Jason Isaccs
s a
Anette Croserie
Helen Lederer
Roshan Seth
Keanu Reeves
Laurence Fishburn
CarrieAnne Moss
Hogo Weaving
s a
George Medonca
s a
Rodney Brooks
Joan Whalley
Tsi Chin
Maria Rohm
Richard Green
Fred E. Leuchter~jr.
David Collins
Robert Faurisson
Robert Jan vanPelt
Tsi Chin
Maria Rohm
Richard Green
Maria Perschy
Lina Fiorentino
Bill Pullman
Peter Berg
John Rechy
Fred Halsted
Troy Perry
Russel Veigh
Matt Damon
Edward Norton
John Turturro
Gretchen Mol
Nicholas Cage
J.F. Walsh
Craig Healy
Dwight Yoakam
Jeannie Berlin
Harvey Fierstein
Taylor Mead
Al Carmines
Yvonne Rainer
Tom Eyen
Jackie Curtis
Holly Woodlawn
Fernando Arrabal
Maria Rohm
Margaret Lee
Manfred Mann
Lyda Borelli
Lamberto Picasso
Ugo Piperno
Wanda Capodaglia
Ruggero Capodaglia
Laurence Oliver
Anouk Grinberg
Billy Dee Williams
Eileen Way
s a
Billy Dee Williams
Josiana Balasko
Carlton Young
Ted DeCorsica
Cornelia otis skinner
Jacques Dutronc
Patrick Bruel
William Collier~sr
William Collier~sr
Robert Warrick
Lauren Holly
Marguerite Moreno
Cecil Sorel
Emile Drain
Sacha Guitry
Sacha Guitry
Sacha Guitry
Sacha Guitry
Jean Coquelin
Jacqueline Delubac
